,SHEETBAR,TN,TP,TEMP,DO,TURB,COND,VEL,SS,WDP,CHLcal,SECCHI,LONGITUDE,LATITUDE,DATE,FLDNUM,LOCATCD,STRATUM,YEAR,PREDICTED_TN,PREDICTED_TP
149,41004575,1.542,,12.2,10.7,14.0,424.0,,17.0,1.6,41.80864,58.0,-92.0148663023975,44.3773540528966,10/18/1996,1,9613016,2.0,1996,1.542,0.18141349016995933
150,41004576,3.067,,12.2,10.8,13.0,416.0,,17.5,3.5,46.31688,57.0,-92.0136112199689,44.3773432205008,10/18/1996,1,9613024,2.0,1996,3.067,0.1824546973071189
151,41004577,2.202,,12.3,11.0,10.0,436.0,,13.1,0.55,40.27174,55.0,-92.0155089278209,44.3764593057202,10/18/1996,1,9613025,2.0,1996,2.202,0.1803106881864326
152,41004579,1.276,,11.5,11.1,10.0,287.0,,16.6,3.8,37.09548,61.0,-92.0279306550889,44.3851184347458,10/18/1996,1,9613009,1.0,1996,1.276,0.16609359043600888
153,41004580,1.306,,11.6,11.2,8.0,268.0,0.16,10.8,1.8,45.08736,80.0,-92.0166334012836,44.3850217253976,10/18/1996,1,9613023,2.0,1996,1.306,0.1861609156518398
154,41004581,1.144,,12.3,14.8,14.0,313.0,0.0,17.9,0.44,78.2844,39.0,-92.03600855713,44.3901384766029,10/18/1996,1,9613053,3.0,1996,1.144,0.19858914210310125
155,41004582,1.203,,11.5,11.3,12.0,230.0,,14.8,6.7,37.09548,80.0,-92.0552567708298,44.4033534524658,10/18/1996,1,9613008,1.0,1996,1.203,0.1598655852462846
156,41004587,1.371,,11.6,11.3,11.0,191.0,,15.0,3.6,36.7881,68.0,-92.0753189503859,44.4053182083583,10/18/1996,1,9613007,1.0,1996,1.371,0.108275752988503
157,41004588,1.22,,11.8,11.3,11.0,155.0,,19.0,0.72,34.12414,69.0,-92.0853084774373,44.4089997833623,10/18/1996,1,9613006,1.0,1996,1.22,0.069
158,41004589,1.303,,10.3,10.5,7.0,425.0,0.09,9.6,1.16,26.64456,86.0,-91.9497394956953,44.3340099141399,10/22/1996,1,9613046,3.0,1996,1.303,0.1569344186953849
159,41004590,1.408,,10.4,10.3,8.0,429.0,0.08,11.2,0.86,22.85354,74.0,-91.9490883132273,44.3353543657728,10/22/1996,1,9613045,3.0,1996,1.408,0.15392459777950412
160,41004593,1.217,,9.9,11.4,9.0,242.0,0.12,14.3,2.0,40.68158,68.0,-91.9413041737444,44.3496871657129,10/22/1996,1,9613054,3.0,1996,1.217,0.1849554344514471
161,41004597,1.589,,11.1,9.6,8.0,436.0,0.26,9.9,1.37,19.77974,82.0,-91.9680699451351,44.3616359157412,10/22/1996,1,9613086,2.0,1996,1.589,0.1879182257695697
162,41004601,1.612,,10.8,9.7,8.0,441.0,0.16,9.7,4.4,16.19364,81.0,-91.9693720201804,44.3589468012174,10/22/1996,1,9613026,2.0,1996,1.612,0.1937083943215048
163,41004602,1.389,,11.1,9.8,8.0,429.0,0.12,9.5,0.91,16.50102,91.0,-91.9631145447167,44.3579898739148,10/22/1996,1,9613027,2.0,1996,1.389,0.19340945227668438
164,41004603,1.365,,11.1,9.7,8.0,429.0,0.21,9.7,0.94,17.01332,87.0,-91.9625428153112,44.3548336635149,10/22/1996,1,9613019,2.0,1996,1.365,0.212741702799868
165,41004604,1.427,,11.0,9.7,7.0,431.0,0.12,9.5,2.4,18.8576,89.0,-91.9588268919467,44.3520989754565,10/22/1996,1,9613020,2.0,1996,1.427,0.15452338424309783
166,41004605,2.286,,10.6,9.7,8.0,435.0,0.12,13.1,0.56,21.72648,56.0,-91.9619949784247,44.3503272279634,10/22/1996,1,9613029,2.0,1996,2.286,0.1629999999998336
167,41004607,0.994,,9.3,11.9,9.0,225.0,0.1,13.3,3.1,43.65292,62.0,-91.9639884172605,44.3796047431185,10/22/1996,1,9613015,2.0,1996,0.994,0.09216462424938142
168,41004610,1.049,,8.9,10.6,7.0,223.0,0.03,8.4,1.1,25.0052,82.0,-91.9990858049893,44.3826185764875,10/22/1996,1,9613041,3.0,1996,1.049,0.14782384388426756
169,41004613,1.108,,9.9,10.3,7.0,254.0,0.05,9.0,1.13,24.39044,89.0,-91.988881604972,44.3919817034209,10/22/1996,1,9613040,3.0,1996,1.108,0.15949558678588094
170,41004616,1.104,,8.7,10.8,13.0,221.0,,35.4,0.87,31.25526,56.0,-91.9881453279916,44.3982771795986,10/22/1996,1,9613224,3.0,1996,1.104,0.16800000000000004
171,41004617,1.091,,9.5,10.4,9.0,248.0,0.07,16.0,0.74,23.77568,68.0,-91.9963033871125,44.3992494488276,10/22/1996,1,9613039,3.0,1996,1.091,0.1588769172077396
172,41004618,1.276,,7.7,11.1,84.0,335.0,,245.8,0.6,77.46472,27.0,-91.9968157857317,44.4060060818295,10/22/1996,1,9613037,3.0,1996,1.276,0.18186327770660776
173,41004619,0.93,,8.6,10.8,12.0,246.0,0.65,19.6,0.6,50.21036,55.0,-92.0006364979282,44.4028885837096,10/22/1996,1,9613038,3.0,1996,0.93,0.17420830460393869
174,41004620,0.939,,8.9,10.8,9.0,245.0,0.08,11.7,0.53,39.96436,53.0,-92.0050464412282,44.4020268016907,10/22/1996,1,9613190,3.0,1996,0.939,0.16116873488296068
175,41004621,1.32,,8.9,10.6,35.0,243.0,0.05,120.3,0.55,39.45206,55.0,-92.0050540698719,44.401576725979,10/22/1996,1,9613052,3.0,1996,1.32,0.1611603354145129
176,41004622,1.0,,9.1,9.3,10.0,201.0,0.03,8.6,0.71,30.43558,68.0,-92.028409365432,44.3941253715278,10/22/1996,1,9613114,3.0,1996,1.0,0.17065703159515813
177,41004629,1.485,,10.8,9.8,8.0,457.0,,9.2,5.6,,95.0,-92.1340042423484,44.4232707508319,10/24/1996,1,M766.0I,,1996,1.485,0.1813971461659893
178,41004631,1.429,,11.1,9.7,6.0,458.0,,7.2,4.9,,97.0,-92.100457850966,44.4121000425779,10/24/1996,1,M764.3A,,1996,1.429,0.20183104938991278
179,41004633,1.01,,9.1,10.6,7.0,136.0,,10.9,0.56,,56.0,-92.0841852655924,44.4101521483094,10/24/1996,1,CH00.1M,,1996,1.01,0.22050016063246256
180,41004647,1.414,,9.6,10.5,7.0,435.0,,8.1,1.8,,84.0,-91.9329206186004,44.3269937729101,10/25/1996,1,M753.1X,,1996,1.414,0.1593231751515046
181,41004648,1.029,,8.4,11.3,7.0,236.0,,8.4,3.2,,90.0,-91.9650277809776,44.3797492094712,10/25/1996,1,M757.2Z,,1996,1.029,0.14543014610115534
182,41004649,1.351,,9.8,10.9,7.0,375.0,0.56,9.6,1.24,,97.0,-91.9006882148743,44.2618124654878,10/25/1996,1,M747.3R,,1996,1.351,0.1263140396877417
183,41004650,1.199,,9.0,11.1,10.0,252.0,,11.7,2.4,,80.0,-91.9194452714098,44.3245533232048,10/25/1996,1,M752.8Z,,1996,1.199,0.1489484352952711
184,41004651,1.325,,9.9,10.4,9.0,415.0,,8.9,7.9,,91.0,-91.9238723691241,44.3231816562913,10/25/1996,1,M752.8Y,,1996,1.325,0.1267295645263949
185,41004652,3.302,,8.7,12.8,4.0,627.0,,10.4,1.68,,120.0,-91.927464876255,44.2918850692161,10/25/1996,1,ZM00.1M,,1996,3.302,0.1386974666845313
186,41004653,1.268,,9.9,11.0,12.0,285.0,,10.4,3.2,,81.0,-91.8805425583996,44.2611846511353,10/25/1996,1,M746.9Y,,1996,1.268,0.1263905699181168
187,41004654,1.44,,9.8,11.0,7.0,373.0,,8.7,2.3,,92.0,-91.8786171498415,44.2352729380653,10/25/1996,1,M745.2L,,1996,1.44,0.12638715339567522
188,41004655,1.297,,7.7,12.8,25.0,372.0,0.6,29.7,1.38,,41.0,-91.8796291069656,44.2010710325737,10/25/1996,1,M742.6B,,1996,1.297,0.13885902983813297
189,41004656,1.385,,9.1,11.1,17.0,390.0,0.55,23.7,1.7,,50.0,-91.8792059875384,44.2042449894926,10/25/1996,1,M742.8D,,1996,1.385,0.13885207892900808
190,41004657,1.45,,9.7,11.1,8.0,379.0,,10.5,,,,-91.8115154090745,44.1602915361276,10/25/1996,1,M738.2F,,1996,1.45,0.126451995522953
191,41004658,3.86,,8.7,11.5,4.0,561.0,,7.9,,,,-91.922129028355,44.2087004968765,10/25/1996,1,WW01.3M,,1996,3.86,0.1389431496807488
192,41004669,1.174,,3.7,11.5,5.0,436.0,,4.7,6.2,,125.0,-92.1340042423484,44.4232707508319,11/12/1996,1,M766.0I,,1996,1.174,0.1813971461659893
193,41004670,0.562,,1.2,13.1,4.0,111.0,,3.9,1.2,,111.0,-92.0841852655924,44.4101521483094,11/12/1996,1,CH00.1M,,1996,0.562,0.22050016063246256
194,41004671,1.402,,3.7,11.8,5.0,439.0,,4.5,6.1,,117.0,-92.100457850966,44.4121000425779,11/12/1996,1,M764.3A,,1996,1.402,0.20183104938991278
195,41004673,1.388,,1.6,13.6,6.0,388.0,,6.2,,,,-91.8115154090745,44.1602915361276,11/13/1996,1,M738.2F,,1996,1.388,0.126451995522953
196,41004674,1.36,,2.2,13.2,5.0,415.0,0.76,5.5,1.42,,121.0,-91.9006882148743,44.2618124654878,11/13/1996,1,M747.3R,,1996,1.36,0.1263140396877417
197,41004675,1.142,,2.2,13.3,5.0,406.0,0.48,5.2,1.78,,90.0,-91.8786171498415,44.2352729380653,11/13/1996,1,M745.2L,,1996,1.142,0.12638715339567522
198,41004676,1.293,,1.3,13.2,4.0,410.0,0.72,4.5,1.5,,100.0,-91.8792059875384,44.2042449894926,11/13/1996,1,M742.8D,,1996,1.293,0.13885207892900808
199,41004677,1.323,,0.9,13.7,5.0,452.0,0.68,4.2,1.45,,140.0,-91.8796291069656,44.2010710325737,11/13/1996,1,M742.6B,,1996,1.323,0.13885902983813297
200,41004681,1.101,,2.6,13.1,6.0,313.0,,5.5,3.4,,103.0,-91.8805425583996,44.2611846511353,11/13/1996,1,M746.9Y,,1996,1.101,0.1263905699181168
201,41004682,2.704,,0.1,13.2,8.0,325.0,,17.4,1.2,,,-91.927464876255,44.2918850692161,11/13/1996,1,ZM00.1M,,1996,2.704,0.1386974666845313
202,41004683,1.193,,1.1,13.5,10.0,274.0,,11.0,2.4,,78.0,-91.9194452714098,44.3245533232048,11/13/1996,1,M752.8Z,,1996,1.193,0.1489484352952711
203,41004684,1.256,,2.3,12.4,5.0,419.0,,5.0,8.2,,113.0,-91.9238723691241,44.3231816562913,11/13/1996,1,M752.8Y,,1996,1.256,0.1267295645263949
204,41004685,0.806,,1.0,13.3,5.0,257.0,0.08,4.3,4.29,,115.0,-91.9650277809776,44.3797492094712,11/13/1996,1,M757.2Z,,1996,0.806,0.14543014610115534
205,41004686,1.33,,2.5,12.9,4.0,424.0,0.11,4.9,1.7,,116.0,-91.9329206186004,44.3269937729101,11/13/1996,1,M753.1X,,1996,1.33,0.1593231751515046
206,41004687,3.051,,0.9,14.5,4.0,557.0,,4.5,,,,-91.922129028355,44.2087004968765,11/13/1996,1,WW01.3M,,1996,3.051,0.1389431496807488
207,41004703,1.481,0.072,0.1,12.6,4.0,72.0,,-0.7,1.06,,110.0,-92.0841852655924,44.4101521483094,12/04/1996,1,CH00.1M,,1996,1.481,0.072
208,41004755,3.054,0.112,0.1,11.9,4.0,484.0,,2.4,5.5,,187.0,-92.100457850966,44.4121000425779,12/30/1996,1,M764.3A,,1996,3.054,0.112
209,41004757,1.282,0.066,0.1,11.0,4.0,175.0,,2.4,0.71,,89.0,-92.0841852655924,44.4101521483094,12/30/1996,1,CH00.1M,,1996,1.282,0.066
210,41004761,3.266,0.115,0.1,11.7,3.0,478.0,,2.2,5.33,,123.0,-92.1340042423484,44.4232707508319,12/30/1996,1,M766.0I,,1996,3.266,0.115
211,41004763,2.908,0.105,0.1,10.6,3.0,446.0,0.07,1.8,1.1,,119.0,-91.9329206186004,44.3269937729101,12/30/1996,1,M753.1X,,1996,2.908,0.105
212,41004764,1.899,0.087,0.1,9.3,6.0,284.0,0.06,3.5,3.54,,73.0,-91.9650277809776,44.3797492094712,12/30/1996,1,M757.2Z,,1996,1.899,0.087
213,41004775,2.328,0.076,0.1,11.6,3.0,433.0,,2.5,,,,-91.8115154090745,44.1602915361276,01/02/1997,1,M738.2F,,1997,2.328,0.076
214,41004776,3.586,0.08,0.1,10.4,4.0,534.0,,21.6,,,,-91.922129028355,44.2087004968765,01/02/1997,1,WW01.3M,,1997,3.586,0.08
215,41004777,2.344,0.084,0.0,11.1,3.0,433.0,0.35,2.4,2.49,,169.0,-91.8786171498415,44.2352729380653,01/02/1997,1,M745.2L,,1997,2.344,0.084
216,41004778,2.587,0.094,0.0,9.6,3.0,466.0,0.41,1.8,1.53,,153.0,-91.8796291069656,44.2010710325737,01/02/1997,1,M742.6B,,1997,2.587,0.094
217,41004779,2.413,0.079,0.0,10.8,3.0,438.0,0.52,1.9,1.79,,179.0,-91.8792059875384,44.2042449894926,01/02/1997,1,M742.8D,,1997,2.413,0.079
218,41004780,1.872,0.068,0.5,11.9,3.0,367.0,,1.9,3.1,,193.0,-91.8805425583996,44.2611846511353,01/02/1997,1,M746.9Y,,1997,1.872,0.068
219,41004781,1.882,0.066,0.0,10.5,3.0,334.0,,2.1,2.3,,177.0,-91.9194452714098,44.3245533232048,01/02/1997,1,M752.8Z,,1997,1.882,0.066
220,41004782,2.45,0.092,0.1,11.6,3.0,432.0,,1.8,8.0,,191.0,-91.9238723691241,44.3231816562913,01/02/1997,1,M752.8Y,,1997,2.45,0.092
221,41004783,4.806,0.048,0.1,10.0,3.0,611.0,,3.7,1.52,,174.0,-91.927464876255,44.2918850692161,01/02/1997,1,ZM00.1M,,1997,4.806,0.048
222,41004784,2.605,0.085,0.0,11.2,3.0,437.0,0.73,1.9,1.42,,142.0,-91.9006882148743,44.2618124654878,01/02/1997,1,M747.3R,,1997,2.605,0.085
223,41004787,3.112,0.124,0.0,11.5,3.0,484.0,,4.1,5.13,,131.0,-92.1340042423484,44.4232707508319,01/13/1997,1,M766.0I,,1997,3.112,0.124
224,41004789,2.855,0.118,0.5,11.3,4.0,478.0,,3.6,4.1,,213.0,-92.100457850966,44.4121000425779,01/13/1997,1,M764.3A,,1997,2.855,0.118
225,41004791,2.033,0.069,0.1,10.8,4.0,155.0,,2.2,0.96,,112.0,-92.0841852655924,44.4101521483094,01/13/1997,1,CH00.1M,,1997,2.033,0.069
226,41004792,2.035,0.092,0.1,9.3,5.0,249.0,0.09,3.0,3.68,,73.0,-91.9650277809776,44.3797492094712,01/13/1997,1,M757.2Z,,1997,2.035,0.092
227,41004793,2.827,0.115,0.0,10.8,3.0,452.0,0.07,1.8,1.68,,160.0,-91.9329206186004,44.3269937729101,01/13/1997,1,M753.1X,,1997,2.827,0.115
228,41004847,,,0.2,10.7,2.0,447.0,0.05,-0.7,0.51,-1.0,77.0,-91.9546680721929,44.3390067450678,01/29/1997,1,9714121,3.0,1997,2.696463592109985,0.12084777594248237
229,41004849,2.652,,0.0,10.5,2.0,450.0,0.07,1.2,0.18,-1.0,50.0,-91.9397388990889,44.3321169278243,01/29/1997,1,9714042,3.0,1997,2.652,0.11953967518429537
230,41004851,2.687,0.099,0.0,10.4,2.0,455.0,0.06,-0.7,1.48,-1.0,135.0,-91.9348203144306,44.326669393065,01/29/1997,1,9714044,3.0,1997,2.687,0.099
231,41004852,,,0.1,10.6,2.0,411.0,0.15,1.5,4.91,-1.0,131.0,-91.9291610784682,44.327516770015,01/29/1997,1,9714089,2.0,1997,2.660780007993764,0.11935986864278653
232,41004853,,,0.0,10.5,2.0,398.0,0.11,1.1,3.13,-1.0,122.0,-91.9266448997584,44.3279432992478,01/29/1997,1,9714088,2.0,1997,2.5762972032221727,0.12420126555801267
233,41004854,2.541,0.093,0.1,10.5,2.0,390.0,0.22,1.1,1.84,-1.0,130.0,-91.9309766533298,44.3311349573835,01/29/1997,1,9714019,2.0,1997,2.541,0.093
234,41004855,2.811,0.103,0.1,10.3,3.0,434.0,0.32,1.2,6.74,-1.0,150.0,-91.9341281194112,44.3302641159195,01/29/1997,1,9714020,2.0,1997,2.811,0.103
235,41004856,2.937,0.109,0.1,10.3,2.0,434.0,0.22,1.2,3.91,-1.0,147.0,-91.936579279272,44.3334379951338,01/29/1997,1,9714018,2.0,1997,2.937,0.109
236,41004857,,,0.1,10.3,3.0,443.0,,1.2,2.96,-1.0,166.0,-91.9434365141314,44.3357523700927,01/29/1997,1,9714084,1.0,1997,2.8273788419276995,0.1255682580699405
237,41004858,2.715,0.114,0.1,10.2,2.0,445.0,,1.3,0.28,-1.0,66.0,-91.9483888307416,44.339399249861,01/29/1997,1,9714013,1.0,1997,2.715,0.114
238,41004860,2.391,0.12,0.1,10.6,2.0,409.0,,1.0,2.88,-1.0,124.0,-91.9482922709651,44.3448001194269,01/29/1997,1,9714011,1.0,1997,2.391,0.12
239,41004861,,,0.1,10.5,2.0,389.0,,1.4,5.05,-1.0,161.0,-91.9482600783627,44.3466004081056,01/29/1997,1,9714083,1.0,1997,1.941499953623897,0.11199999917461886
240,41004862,2.256,0.091,0.1,9.8,3.0,309.0,0.09,1.4,0.19,-1.0,55.0,-91.9425910081548,44.3478985025222,01/29/1997,1,9714040,3.0,1997,2.256,0.091
241,41004863,2.019,0.077,0.1,9.8,2.0,305.0,0.16,1.2,2.35,-1.0,96.0,-91.9369867745508,44.3455957496708,01/29/1997,1,9714017,2.0,1997,2.019,0.077
242,41004864,,,0.1,6.6,2.0,362.0,0.02,0.8,0.44,-1.0,83.0,-91.9275625744702,44.3464079406244,01/29/1997,1,9714112,3.0,1997,1.8862173012000634,0.08144254382602018
243,41004865,,,0.2,3.9,6.0,388.0,0.01,2.2,0.46,10.01976,65.0,-91.9368728729216,44.3518967336017,01/29/1997,1,9714120,3.0,1997,1.3780410447964702,0.0884596107436085
244,41004866,2.329,0.765,0.3,0.0,92.0,540.0,0.0,30.3,0.21,30.85052,,-91.9895938350465,44.3505747161714,01/30/1997,1,9714056,3.0,1997,2.329,0.765
245,41004867,2.568,0.106,0.1,9.7,2.0,434.0,0.04,1.8,0.16,2.58968,61.0,-91.9919408031347,44.3600485140223,01/30/1997,1,9714054,3.0,1997,2.568,0.106
246,41004868,2.751,0.114,0.1,9.4,2.0,440.0,0.06,1.2,0.57,-1.0,102.0,-91.9862713558512,44.3613487705625,01/30/1997,1,9714039,3.0,1997,2.751,0.114
247,41004869,2.798,0.095,0.1,9.5,2.0,442.0,0.06,0.9,0.29,-1.0,48.0,-91.9843892615256,44.3613320502404,01/30/1997,1,9714053,3.0,1997,2.798,0.095
248,41004871,,,0.0,9.9,2.0,423.0,,1.2,3.65,-1.0,172.0,-91.9855507802819,44.3667441127394,01/30/1997,1,9714081,1.0,1997,2.273533589350602,0.13226666796624673
249,41004872,,,0.1,9.9,2.0,441.0,0.12,1.2,1.45,-1.0,138.0,-91.988099216575,44.3645159950534,01/30/1997,1,9714111,3.0,1997,2.0580009126937533,0.11708460710763494
250,41004873,,,0.0,10.3,2.0,431.0,0.14,1.1,0.16,-1.0,41.0,-91.9974488072609,44.3681996053977,01/30/1997,1,9714098,2.0,1997,1.9258984436240056,0.14383831339808273
251,41004874,2.463,0.107,0.0,10.2,2.0,364.0,,1.2,4.04,-1.0,159.0,-91.9929873181762,44.3722116571557,01/30/1997,1,9714007,1.0,1997,2.463,0.107
252,41004875,,,0.0,10.0,2.0,424.0,,0.9,1.48,-1.0,124.0,-91.9705557583285,44.3630087833761,01/30/1997,1,9714082,1.0,1997,3.003341695765384,0.13186856129799496
253,41004876,2.726,0.103,0.0,9.8,2.0,435.0,0.17,1.0,1.84,-1.0,174.0,-91.960772308152,44.3485155254142,01/30/1997,1,9714029,2.0,1997,2.726,0.103
254,41004877,,,0.1,9.9,2.0,430.0,0.21,0.9,1.84,-1.0,132.0,-91.9588507987067,44.350748755751,01/30/1997,1,9714087,2.0,1997,2.664385795786316,0.10597142253434694
255,41004878,2.625,0.108,0.0,10.1,2.0,419.0,,1.0,0.59,-1.0,89.0,-91.9532135988756,44.3502470835508,01/30/1997,1,9714010,1.0,1997,2.625,0.108
256,41004879,2.63,0.104,0.0,10.1,2.0,390.0,,1.0,3.78,-1.0,168.0,-91.9581039296968,44.3574941301072,01/30/1997,1,9714008,1.0,1997,2.63,0.104
257,41004880,2.332,0.096,0.0,10.0,2.0,339.0,,1.3,4.73,-1.0,139.0,-91.9555946576909,44.3574712122058,01/30/1997,1,9714009,1.0,1997,2.332,0.096
258,41004882,,,0.0,9.1,4.0,309.0,0.02,2.0,1.96,-1.0,87.0,-91.9436433085036,44.3591618815708,01/30/1997,1,9714119,3.0,1997,1.515289656305649,0.10147784219966444
259,41004883,,,0.1,9.5,3.0,326.0,0.1,1.0,4.09,-1.0,126.0,-91.9572370965924,44.3709905660753,01/30/1997,1,9714097,2.0,1997,2.247666634032905,0.11166666740447345
260,41004884,2.631,0.103,0.0,9.4,3.0,322.0,0.06,1.2,4.44,-1.0,98.0,-91.9597310118839,44.3719135969137,01/30/1997,1,9714016,2.0,1997,2.631,0.103
261,41004885,2.533,0.089,0.1,10.0,2.0,334.0,0.09,1.1,0.99,-1.0,123.0,-91.9653861972587,44.3715148207349,01/30/1997,1,9714038,3.0,1997,2.533,0.089
262,41004888,2.36,0.092,0.2,10.2,3.0,343.0,0.02,2.7,0.53,-1.0,83.0,-92.0240975907854,44.389137037536,01/31/1997,1,9714050,3.0,1997,2.36,0.092
263,41004889,2.336,0.09,0.2,10.9,2.0,365.0,,1.4,5.5,-1.0,191.0,-92.0254500204584,44.3832967208785,01/31/1997,1,9714006,1.0,1997,2.336,0.09
264,41004890,2.608,0.107,0.3,10.8,2.0,422.0,,1.6,5.3,-1.0,197.0,-92.0279604492791,44.3833181139629,01/31/1997,1,9714005,1.0,1997,2.608,0.107
265,41004894,,,0.2,10.5,3.0,246.0,,2.6,2.04,-1.0,149.0,-92.0728075463629,44.4052978482088,01/31/1997,1,9714079,1.0,1997,1.8536411560794046,0.12240289124113957
266,41004895,3.297,0.102,0.5,10.9,1.0,474.0,,1.5,1.08,-1.0,124.0,-92.0728644213447,44.401697172003,01/31/1997,1,9714004,1.0,1997,3.297,0.102
267,41004896,,,0.4,10.6,2.0,447.0,0.06,1.1,1.08,-1.0,118.0,-92.0584392239044,44.4006788787454,01/31/1997,1,9714093,2.0,1997,1.7213813841782457,0.13568691932166738
268,41004897,,,0.4,11.1,2.0,414.0,,1.8,5.9,-1.0,199.0,-92.0104356118086,44.3795664706686,01/31/1997,1,9714080,1.0,1997,2.664520429843742,0.15271357821110856
269,41004898,,,0.3,10.6,2.0,421.0,0.09,1.9,1.56,-1.0,182.0,-92.013618776446,44.3768931416708,01/31/1997,1,9714095,2.0,1997,2.9746618664062145,0.15400000000000003
270,41004899,2.124,0.083,0.0,10.1,2.0,341.0,0.12,1.4,0.67,-1.0,86.0,-91.9916705659689,44.3758011939623,01/31/1997,1,9714052,3.0,1997,2.124,0.083
271,41004900,,,0.2,9.9,3.0,347.0,0.02,1.3,0.46,0.99752,90.0,-91.9866814579016,44.3739564621655,01/31/1997,1,9714117,3.0,1997,2.2728117329388633,0.10737433556757242
272,41004901,2.233,0.101,0.2,8.1,10.0,355.0,0.02,6.8,0.21,6.70276,62.0,-91.9804220894443,44.3730004681366,01/31/1997,1,9714037,3.0,1997,2.233,0.101
273,41004902,,,0.1,10.4,2.0,344.0,0.12,1.5,1.33,-1.0,126.0,-91.9728765082734,44.3738331483534,01/31/1997,1,9714096,2.0,1997,1.8333669180580223,0.1415784893650976
274,41004903,,,0.1,8.7,4.0,295.0,0.07,2.2,2.97,-1.0,101.0,-91.9633688037863,44.3791489772325,01/31/1997,1,9714094,2.0,1997,1.983999995162185,0.1985000017096991
275,41004904,,,0.0,8.5,4.0,287.0,0.07,2.8,1.34,-1.0,124.0,-91.9726561425515,44.3864351907384,01/31/1997,1,9714109,3.0,1997,1.3721111521728695,0.13100001611142564
276,41004905,,,0.0,6.7,6.0,252.0,0.03,2.1,0.57,-1.0,84.0,-91.9757000981211,44.3918642471759,01/31/1997,1,9714107,3.0,1997,1.5024660852779692,0.10134502909067969
277,41004906,1.716,0.092,0.0,5.4,7.0,271.0,0.06,4.4,0.6,-1.0,53.0,-91.9763042478847,44.3932200921994,01/31/1997,1,9714048,3.0,1997,1.716,0.092
278,41004907,,,0.1,9.8,2.0,340.0,0.05,2.1,0.85,-1.0,128.0,-91.983185615258,44.3946319914724,01/31/1997,1,9714106,3.0,1997,1.8261588080214675,0.11769613574451995
279,41004908,2.087,0.086,0.1,10.1,2.0,343.0,0.04,1.5,0.51,-1.0,98.0,-91.9887963445846,44.3969325180727,01/31/1997,1,9714034,3.0,1997,2.087,0.086
280,41004909,,,0.0,7.2,6.0,248.0,0.0,2.4,0.3,-1.0,77.0,-91.9930796094614,44.4041726362611,01/31/1997,1,9714105,3.0,1997,1.4485044980822024,0.11001799232880857
281,41004910,,,0.0,5.7,9.0,251.0,0.02,6.3,0.21,-1.0,53.0,-91.9949399612029,44.4055394481736,01/31/1997,1,9714104,3.0,1997,1.2835238603735868,0.08585513988126237
282,41004911,,,0.0,8.3,5.0,274.0,0.05,2.9,0.19,-1.0,62.0,-92.0031477457014,44.4029105297217,01/31/1997,1,9714115,3.0,1997,1.796559394268564,0.10198112962947173
283,41004915,2.231,0.097,0.2,9.9,3.0,334.0,0.05,-1.4,0.43,-1.0,84.0,-91.9833570463148,44.3847303709153,02/03/1997,1,9714036,3.0,1997,2.231,0.097
284,41004920,,,0.1,10.2,2.0,329.0,0.03,0.9,0.78,-1.0,99.0,-91.9877115641884,44.3870197654573,02/03/1997,1,9714108,3.0,1997,2.0639970997201473,0.08431623542178335
285,41004921,1.994,0.079,0.0,9.9,2.0,331.0,0.03,1.0,0.55,-1.0,101.0,-91.9896099693093,44.3861362890189,02/03/1997,1,9714035,3.0,1997,1.994,0.079
286,41004922,,,0.1,9.1,4.0,332.0,0.02,2.3,1.19,-1.0,94.0,-91.9946541303225,44.3848303709005,02/03/1997,1,9714110,3.0,1997,2.014201370556895,0.10064432559667305
287,41004976,2.583,0.118,0.1,10.3,2.0,495.0,,0.8,6.2,,238.0,-92.100457850966,44.4121000425779,02/06/1997,1,M764.3A,,1997,2.583,0.118
288,41004978,1.217,0.057,0.1,9.5,3.0,136.0,,2.2,0.89,,76.0,-92.0841852655924,44.4101521483094,02/06/1997,1,CH00.1M,,1997,1.217,0.057
289,41004979,2.936,0.116,0.0,10.1,2.0,492.0,,1.2,5.08,,147.0,-92.1340042423484,44.4232707508319,02/06/1997,1,M766.0I,,1997,2.936,0.116
290,41004981,2.441,0.105,0.0,9.6,2.0,429.0,,-1.2,1.32,,151.0,-91.9329206186004,44.3269937729101,02/06/1997,1,M753.1X,,1997,2.441,0.105
291,41004986,1.991,0.085,0.0,8.1,4.0,296.0,0.04,1.3,3.46,,86.0,-91.9650277809776,44.3797492094712,02/06/1997,1,M757.2Z,,1997,1.991,0.085
292,41004987,2.281,0.096,0.1,10.3,3.0,351.0,,2.0,,,,-91.8115154090745,44.1602915361276,02/07/1997,1,M738.2F,,1997,2.281,0.096
293,41004988,3.892,0.089,1.9,12.8,7.0,547.0,,16.4,,,,-91.922129028355,44.2087004968765,02/07/1997,1,WW01.3M,,1997,3.892,0.089
294,41004989,2.664,0.096,0.1,10.5,3.0,454.0,0.61,1.6,1.47,,147.0,-91.9006882148743,44.2618124654878,02/07/1997,1,M747.3R,,1997,2.664,0.096
295,41004990,2.686,0.097,0.1,10.3,3.0,435.0,0.53,1.4,1.7,,170.0,-91.8792059875384,44.2042449894926,02/07/1997,1,M742.8D,,1997,2.686,0.097
296,41004991,2.718,0.117,0.0,9.6,3.0,502.0,0.53,1.5,1.48,,148.0,-91.8796291069656,44.2010710325737,02/07/1997,1,M742.6B,,1997,2.718,0.117
